名次,馬號,馬名,騎師,練馬師,排位體重,實際負磅,檔位,頭馬距離,沿途走位,完成時間,獨嬴賠率,horse_info_url,日期,場次,horse_id
5,7,大勢至富 ,梁家俊,姚本輝,1181,125.0,8,4-1/4,2 2 3 5,1:38.52,7.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G060,20/04/2024,5,G060
6,6,縱橫大進 ,田泰安,黎昭昇,1114,129.0,7,4-3/4,3 3 2 6,1:38.59,5.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H072,20/04/2024,5,H072
7,14,勝利同盟 ,賀銘年,丁冠豪,1168,118.0,5,6-3/4,7 8 9 7,1:38.91,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G298,20/04/2024,5,G298
8,11,高明力量 ,董明朗,呂健威,1190,121.0,13,6-3/4,1 2 1 0 1 1 8,1:38.92,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H353,20/04/2024,5,H353
9,9,皇者烽火 ,潘頓,羅富全,1109,122.0,14,7,9 7 7 9,1:38.96,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H226,20/04/2024,5,H226
10,4,帥帥今朝 ,霍宏聲,廖康銘,1281,130.0,2,7-1/4,1 1 1 1 0,1:38.97,47.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J081,20/04/2024,5,J081
11,3,客家之光 ,鍾易禮,巫偉傑,1130,127.0,9,8-1/4,6 6 6 1 1,1:39.13,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J105,20/04/2024,5,J105
12,5,蟲草之凰 ,班德禮,葉楚航,1085,127.0,12,10-1/2,4 4 5 1 2,1:39.50,39.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E107,20/04/2024,5,E107
13,2,滿冠熊 ,布文,鄭俊偉,1069,132.0,6,12,1 3 1 4 1 3 1 3,1:39.74,5.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C143,20/04/2024,5,C143
14,13,滿月 ,潘明輝,沈集成,1088,119.0,11,14,1 0 1 2 1 4 1 4,1:40.07,126.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H163,20/04/2024,5,H163
,"
",熊噹噹 ,希威森,蘇偉賢,---,130.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_H002,20/04/2024,5,H002
1,5,輗多福 ,黃智弘,徐雨石,1264,123.0,6,-,1 1 1,0:57.26,2.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E105,17/04/2024,1,E105
 2,7,謙謙君子 ,周俊樂,葉楚航,1025,129.0,4,2-3/4,1 0 8 2,0:57.71,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G352,17/04/2024,1,G352
3,6,鑽石寶寶 ,巴度,姚本輝,1173,133.0,12,2-3/4,2 2 3,0:57.71,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G063,17/04/2024,1,G063
 4,3,喜駿之星 ,鍾易禮,文家良,1146,129.0,7,3-3/4,3 3 4,0:57.86,7.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D033,17/04/2024,1,D033
5,8,日新月著 ,布文,賀賢,1066,127.0,10,3-3/4,1 1 1 1 5,0:57.86,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G109,17/04/2024,1,G109
6,4,有你有我 ,湯普新,廖康銘,975,133.0,5,4-1/4,8 9 6,0:57.95,44.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H057,17/04/2024,1,H057
7,11,友誼至佳 ,霍宏聲,韋達,1169,121.0,2,4-1/2,5 5 7,0:57.97,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E208,17/04/2024,1,E208
8,1,勁無敵 ,潘頓,羅富全,1033,135.0,11,5,4 4 8,0:58.05,7.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H199,17/04/2024,1,H199
9,9,鼓浪精綵 ,田泰安,伍鵬志,1116,126.0,8,5,9 1 0 9,0:58.07,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E429,17/04/2024,1,E429
10,2,合金皇 ,班德禮,丁冠豪,1116,134.0,3,5-1/4,6 6 1 0,0:58.11,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D287,17/04/2024,1,D287
11,10,月球 ,梁家俊,黎昭昇,1160,123.0,9,5-3/4,7 7 1 1,0:58.19,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D409,17/04/2024,1,D409
12,12,蒲俠超得 ,楊明綸,鄭俊偉,1191,115.0,1,7-3/4,1 2 1 2 1 2,0:58.51,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E138,17/04/2024,1,E138
1,3,鈦易搵 ,黃智弘,方嘉柏,1111,114.0,8,-,8 8 1,1:10.18,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H216,17/04/2024,5,H216
2,4,撼天鐵翼 ,班德禮,韋達,1153,123.0,4,1-3/4,6 6 2,1:10.45,2.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H162,17/04/2024,5,H162
3,10,迎樂 ,希威森,呂健威,1146,117.0,6,2,1 1 3,1:10.50,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H149,17/04/2024,5,H149
 4,9,旭日昇 ,田泰安,伍鵬志,1227,117.0,10,2-1/4,1 0 1 0 4,1:10.56,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E466,17/04/2024,5,E466
5,1,寰宇豐采 ,布文,黎昭昇,1142,135.0,7,2-1/2,2 2 5,1:10.57,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H362,17/04/2024,5,H362
6,7,凌厲 ,艾道拿,蔡約翰,1055,121.0,1,3-3/4,3 3 6,1:10.79,7.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H082,17/04/2024,5,H082
7,5,風繼續吹 ,梁家俊,鄭俊偉,1171,122.0,3,4-1/4,5 5 7,1:10.85,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E471,17/04/2024,5,E471
8,6,幸運旅程 ,巴度,羅富全,1171,122.0,2,5-3/4,4 4 8,1:11.09,38.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E385,17/04/2024,5,E385
9,8,加州一寶 ,鍾易禮,告東尼,1222,114.0,5,8-1/2,7 9 9,1:11.56,33.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E431,17/04/2024,5,E431
10,2,德薩斯 ,董明朗,蘇偉賢,1082,130.0,9,10-1/4,9 7 1 0,1:11.82,32.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J124,17/04/2024,5,J124
1,3,加州德至 ,蔡明紹,巫偉傑,1244,134.0,1,-,1 1 1,1:09.91,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J051,17/04/2024,6,J051
2,1,嘉應喝彩 ,布文,伍鵬志,1212,135.0,3,頸位,2 2 2,1:09.96,2.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H369,17/04/2024,6,H369
3,12,精明勇駿 ,楊明綸,蘇偉賢,1105,116.0,10,4-3/4,6 5 3,1:10.65,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G031,17/04/2024,6,G031
4,10,鄉村樂韻 ,潘頓,蔡約翰,1103,121.0,5,5-1/2,5 4 4,1:10.78,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H436,17/04/2024,6,H436
5,9,萬事靚 ,希威森,容天鵬,1235,122.0,9,7-1/2,9 7 5,1:11.11,28.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H148,17/04/2024,6,H148
6,11,南區旺 ,鍾易禮,羅富全,1049,112.0,8,7-3/4,3 3 6,1:11.15,8.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H178,17/04/2024,6,H178
7,4,知道長勝 ,周俊樂,沈集成,1112,132.0,11,8-3/4,1 1 1 0 7,1:11.31,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H366,17/04/2024,6,H366
8,2,時間寶 ,黃智弘,葉楚航,1141,125.0,2,9-3/4,4 6 8,1:11.46,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H403,17/04/2024,6,H403
9,7,儀琪之寶 ,霍宏聲,廖康銘,1182,128.0,4,10-1/2,7 9 9,1:11.58,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H351,17/04/2024,6,H351
10,6,銀刺勇士 ,何澤堯,方嘉柏,1068,128.0,6,11-1/4,8 8 1 0,1:11.73,39.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J043,17/04/2024,6,J043
11,5,利衍天下 ,賀銘年,黎昭昇,1126,128.0,7,14-1/4,1 0 1 1 1 1,1:12.19,54.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J226,17/04/2024,6,J226
WV,8,光輝所願 ,董明朗,韋達,---,124.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H373,17/04/2024,6,H373
1,11,躡景追飛 ,鍾易禮,沈集成,1021,116.0,5,-,8 9 7 3 1,1:50.59,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E478,17/04/2024,4,E478
 2,9,金德義 ,董明朗,賀賢,1053,123.0,8,3/4,1 2 1 0 1 2 1 2 2,1:50.73,9.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H106,17/04/2024,4,H106
 3,10,領頭先駒 ,希威森,容天鵬,1037,122.0,3,1,7 8 8 5 3,1:50.74,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G313,17/04/2024,4,G313
4,8,巴基之友 ,田泰安,蘇偉賢,1055,124.0,11,1,1 0 1 2 1 1 9 4,1:50.77,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B370,17/04/2024,4,B370
5,1,皇仁福星 ,潘頓,伍鵬志,1132,133.0,4,2,2 1 1 1 5,1:50.89,6.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H128,17/04/2024,4,H128
6,4,聰明導彈 ,艾道拿,方嘉柏,1111,128.0,2,2,9 7 9 1 0 6,1:50.93,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C037,17/04/2024,4,C037
7,12,滿載歸來 ,蔡明紹,容天鵬,1202,120.0,1,2-1/4,4 5 6 7 7,1:50.95,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H083,17/04/2024,4,H083
8,6,魔法速遞 ,湯普新,黎昭昇,1072,126.0,10,2-1/2,1 1 1 1 1 0 1 1 8,1:51.00,4.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H290,17/04/2024,4,H290
9,2,鐵三角 ,布文,大衛希斯,1198,129.0,12,2-3/4,6 2 2 2 9,1:51.03,4.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H073,17/04/2024,4,H073
10,3,龍船快 ,周俊樂,呂健威,1095,126.0,9,3-1/2,5 3 3 4 1 0,1:51.14,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G229,17/04/2024,4,G229
11,5,協奏曲 ,霍宏聲,丁冠豪,1037,127.0,7,5,1 4 4 6 1 1,1:51.38,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E176,17/04/2024,4,E176
12,7,小神仙 ,班德禮,姚本輝,1121,124.0,6,6,3 6 5 8 1 2,1:51.56,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H206,17/04/2024,4,H206
1,8,都靈勇士 ,田泰安,文家良,1100,125.0,5,-,8 7 7 1,1:41.21,6.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G150,17/04/2024,8,G150
 2,3,銀進 ,何澤堯,方嘉柏,1088,132.0,10,1,1 2 1 2 1 2 2,1:41.36,8.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G266,17/04/2024,8,G266
3,7,駟跑得 ,霍宏聲,廖康銘,1181,127.0,9,1,1 1 1 1 1 1 3,1:41.38,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G095,17/04/2024,8,G095
4,2,燊榮之星 ,黃智弘,沈集成,1190,123.0,1,1-3/4,3 3 3 4,1:41.50,7.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G071,17/04/2024,8,G071
5,5,精準快車 ,梁家俊,姚本輝,1037,130.0,11,4,7 5 4 5,1:41.85,34.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D198,17/04/2024,8,D198
6,4,金駿星 ,布文,賀賢,1116,130.0,4,4-1/2,2 2 2 6,1:41.92,5.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H470,17/04/2024,8,H470
7,12,香飄萬里 ,董明朗,蘇偉賢,1165,118.0,12,4-1/2,1 0 1 0 9 7,1:41.94,118.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H437,17/04/2024,8,H437
8,11,極速滿貫 ,班德禮,黎昭昇,1032,119.0,2,5-1/2,6 6 5 8,1:42.07,20.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G277,17/04/2024,8,G277
9,1,超旺財 ,巴度,伍鵬志,1100,135.0,6,8-1/2,1 1 1 9,1:42.58,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J194,17/04/2024,8,J194
10,6,武林至尊 ,潘頓,大衛希斯,1064,129.0,8,8-3/4,9 9 8 1 0,1:42.61,4.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H027,17/04/2024,8,H027
11,10,勇進齊心 ,楊明綸,蘇偉賢,1114,121.0,7,12-3/4,4 4 6 1 1,1:43.23,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G030,17/04/2024,8,G030
12,9,路路爽 ,鍾易禮,羅富全,1136,116.0,3,13-3/4,5 8 1 0 1 2,1:43.40,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G151,17/04/2024,8,G151
1,2,八駿巨昇 ,鍾易禮,告東尼,1161,130.0,4,-,1 1 1,1:09.83,7.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H092,17/04/2024,7,H092
 2 平頭馬,6,無限美麗 ,潘頓,蔡約翰,1133,130.0,7,4-1/4,2 2 2,1:10.52,2.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H377,17/04/2024,7,H377
2 平頭馬,10,家樂龍駒 ,田泰安,賀賢,1007,120.0,5,4-1/4,7 6 2,1:10.52,9.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H396,17/04/2024,7,H396
4,3,勇敢巨星 ,希威森,呂健威,1077,134.0,3,6,3 3 4,1:10.78,5.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G268,17/04/2024,7,G268
5,1,喜至寶 ,何澤堯,方嘉柏,1175,135.0,10,6-1/4,8 8 5,1:10.84,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H262,17/04/2024,7,H262
6,5,超霸勝 ,黃智弘,葉楚航,1054,123.0,8,7-3/4,4 5 6,1:11.09,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H069,17/04/2024,7,H069
7,9,仁仁之寶 ,湯普新,黎昭昇,1247,123.0,2,8-1/2,5 4 7,1:11.18,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G119,17/04/2024,7,G119
8,4,伊臣 ,巴度,羅富全,1171,134.0,6,12-3/4,6 7 8,1:11.86,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G061,17/04/2024,7,G061
9,8,天足貓 ,潘明輝,巫偉傑,1088,124.0,1,17,9 9 9,1:12.56,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G166,17/04/2024,7,G166
10,7,非凡之星 ,周俊樂,蘇偉賢,1044,127.0,9,多個馬位,1 0 1 0 1 0,1:41.39,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G396,17/04/2024,7,G396
1,4,財駿 ,周俊樂,沈集成,1194,127.0,6,-,7 6 1,1:10.69,6.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E282,17/04/2024,3,E282
2,1,大才 ,黃智弘,葉楚航,1069,125.0,9,頸位,9 9 2,1:10.74,6.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G192,17/04/2024,3,G192
3,6,飛雲 ,布文,方嘉柏,1057,126.0,12,2-1/2,1 2 1 2 3,1:11.11,8.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H320,17/04/2024,3,H320
4,10,花好月盈 ,賀銘年,黎昭昇,1172,121.0,8,3,4 3 4,1:11.18,6.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H317,17/04/2024,3,H317
5,11,長發 ,楊明綸,鄭俊偉,1143,117.0,4,3-1/2,8 8 5,1:11.25,8.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H058,17/04/2024,3,H058
6,12,鑽飾翱翔 ,巫顯東,姚本輝,1202,114.0,5,4,2 2 6,1:11.35,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G201,17/04/2024,3,G201
7,7,添喜運 ,艾道拿,伍鵬志,1210,124.0,3,4-1/4,5 5 7,1:11.39,54.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J218,17/04/2024,3,J218
8,2,識贏 ,潘明輝,羅富全,1081,132.0,10,4-1/2,3 4 8,1:11.42,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G275,17/04/2024,3,G275
9,3,博學多財 ,蔡明紹,廖康銘,1074,132.0,7,7-1/4,1 0 1 0 9,1:11.86,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J167,17/04/2024,3,J167
10,9,勝萬金 ,鍾易禮,告東尼,1015,118.0,1,13,1 1 1 0,1:12.76,2.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H405,17/04/2024,3,H405
11,5,精選大師 ,田泰安,大衛希斯,1090,127.0,11,14-1/2,1 1 1 1 1 1,1:12.99,98.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H467,17/04/2024,3,H467
12,8,彪形猛將 ,湯普新,蘇偉賢,1016,123.0,2,15-1/4,6 7 1 2,1:13.13,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J088,17/04/2024,3,J088
1,1,北海盜 ,布文,賀賢,1109,135.0,5,-,4 4 4 1,1:40.89,2.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H233,17/04/2024,2,H233
2,8,贏盡天下 ,班德禮,韋達,1140,129.0,6,3/4,3 3 2 2,1:41.01,8.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E310,17/04/2024,2,E310
3,6,無敵精英 ,鍾易禮,伍鵬志,1101,127.0,3,1-1/4,6 6 6 3,1:41.08,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G129,17/04/2024,2,G129
4,10,美麗多盈 ,潘頓,告東尼,1088,128.0,4,1-1/2,7 7 7 4,1:41.13,4.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G477,17/04/2024,2,G477
5,11,獵狐者威 ,潘明輝,呂健威,1043,117.0,2,2-1/2,5 5 5 5,1:41.28,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E296,17/04/2024,2,E296
6,2,馬上旺 ,艾道拿,廖康銘,1130,134.0,9,3-3/4,9 9 9 6,1:41.48,9.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G276,17/04/2024,2,G276
7,9,開心漢子 ,梁家俊,文家良,1217,128.0,1,4-1/2,1 1 1 7,1:41.60,60.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H101,17/04/2024,2,H101
8,3,勁叻仔 ,蔡明紹,鄭俊偉,1099,133.0,11,5-1/2,1 0 1 0 1 0 8,1:41.78,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D513,17/04/2024,2,D513
9,7,星雲浩騰 ,霍宏聲,葉楚航,1122,131.0,10,8-1/2,2 2 3 9,1:42.25,21.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G372,17/04/2024,2,G372
10,5,中華叻叻 ,希威森,徐雨石,1072,132.0,8,8-3/4,1 1 1 1 1 1 1 0,1:42.29,36.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G054,17/04/2024,2,G054
11,12,恆駿之寶 ,楊明綸,蘇偉賢,1105,117.0,7,10-3/4,8 8 8 1 1,1:42.61,53.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E311,17/04/2024,2,E311
12,4,閃耀將神 ,田泰安,容天鵬,1169,132.0,12,19-1/2,1 2 1 2 1 2 1 2,1:43.99,57.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H189,17/04/2024,2,H189
1,6,同得威 ,周俊樂,丁冠豪,1130,124.0,4,-,6 5 1,0:56.42,8.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J019,14/04/2024,1,J019
2,7,超力量 ,潘頓,黎昭昇,1060,121.0,1,1,2 4 2,0:56.57,1.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J285,14/04/2024,1,J285
3,4,聖托里尼 ,田泰安,羅富全,1091,126.0,2,2,1 1 3,0:56.72,9.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J076,14/04/2024,1,J076
4,2,加州活力 ,艾道拿,告東尼,1105,126.0,5,2-3/4,9 6 4,0:56.86,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J131,14/04/2024,1,J131
5,8,東昇鉞 ,蔡明紹,鄭俊偉,1055,121.0,3,3-1/2,4 3 5,0:56.99,29.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J264,14/04/2024,1,J264
6,3,加州星馳 ,鍾易禮,告東尼,1141,121.0,8,4,7 8 6,0:57.08,8.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J123,14/04/2024,1,J123
7,5,雙天寳馬 ,潘明輝,文家良,1053,124.0,6,5,3 2 7,0:57.21,52.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J212,14/04/2024,1,J212
8,1,加州星皓 ,霍宏聲,巫偉傑,1130,126.0,9,5-1/4,8 9 8,0:57.26,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J132,14/04/2024,1,J132
9,9,紅旺繽紛 ,湯普新,葉楚航,1081,121.0,7,6-1/2,5 7 9,0:57.47,47.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J255,14/04/2024,1,J255
1,3,水晶酒杯 ,何澤堯,呂健威,1231,131.0,10,-,3 2 1,0:55.53,2.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H081,14/04/2024,4,H081
2,4,星際快車 ,潘頓,蔡約翰,1113,131.0,5,頸位,2 3 2,0:55.57,2.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J186,14/04/2024,4,J186
3,10,不可擋 ,鍾易禮,韋達,1138,115.0,9,1-1/2,1 1 3,0:55.76,5.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E336,14/04/2024,4,E336
4,5,爵登 ,希威森,蘇偉賢,1136,128.0,6,2-1/4,5 5 4,0:55.88,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H266,14/04/2024,4,H266
5,1,怡心聲 ,黃智弘,姚本輝,1181,125.0,3,2-3/4,6 6 5,0:55.98,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E114,14/04/2024,4,E114
6,2,萬里飛至 ,蔡明紹,蘇偉賢,1119,134.0,2,3-1/4,7 7 6,0:56.04,24.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E204,14/04/2024,4,E204
7,8,旌鷹 ,艾兆禮,姚本輝,1176,121.0,8,5-1/4,9 8 7,0:56.36,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E346,14/04/2024,4,E346
8,9,超音速 ,湯普新,廖康銘,1052,121.0,7,6-1/4,4 4 8,0:56.54,78.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J192,14/04/2024,4,J192
9,7,燈胆皇 ,班德禮,伍鵬志,1170,122.0,1,7-3/4,8 9 9,0:56.78,39.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J241,14/04/2024,4,J241
